RETAILER_ID,RETAILER_NAME,RETAILER_SKU,WEEK_ID
17,Amazon UK,B07G6MBCG3,202419
29,Amazon Italy,B07W5JKHFZ,202419
29,Amazon Italy,B07W6JM8BJ,202419
29,Amazon Italy,B07W4DHXC8,202419
29,Amazon Italy,B07H3HGVDW,202419
29,Amazon Italy,B07L8QV1XC,202419
17,Amazon UK,B07W6HZ85B,202419
29,Amazon Italy,B07W7L3HJP,202419
29,Amazon Italy,B07W6JB7N7,202419
29,Amazon Italy,B00YUOVBZK,202419
29,Amazon Italy,B011N78DMA,202419
29,Amazon Italy,B07W4DG81W,202419
29,Amazon Italy,B00YUIM2J0,202419
29,Amazon Italy,B07W7KFFFF,202419
29,Amazon Italy,B07W6H9L5G,202419
29,Amazon Italy,B00ZWOUH4S,202419
29,Amazon Italy,B005BFCNYU,202419
29,Amazon Italy,B00ZOOKDU4,202419
29,Amazon Italy,B00M6MLYZU,202419
29,Amazon Italy,B07W4DH6G4,202419
29,Amazon Italy,B07W7J6RBC,202419
29,Amazon Italy,B005DVR56I,202419
29,Amazon Italy,B003FRXFW0,202419
29,Amazon Italy,B0013N474I,202419
29,Amazon Italy,B008S1IOCY,202419
29,Amazon Italy,B008S1IOSS,202419
29,Amazon Italy,B00M6S9O9C,202419
29,Amazon Italy,B00ZOZZM4U,202419
17,Amazon UK,B07W6JPZBL,202419
29,Amazon Italy,B00O8K42LQ,202419
29,Amazon Italy,B07W7LNRN6,202419
29,Amazon Italy,B07W4DHZLS,202419
29,Amazon Italy,B06XZZJ65H,202419
17,Amazon UK,B07W7L9JXF,202419
29,Amazon Italy,B07W7LTX74,202419
29,Amazon Italy,B07W7LBV84,202419
17,Amazon UK,B07G6LWTG6,202419
29,Amazon Italy,B07W6H4R4D,202419
29,Amazon Italy,B06XXYCTC7,202419
29,Amazon Italy,B07W4DHQSZ,202419
29,Amazon Italy,B07W5JHX86,202419
29,Amazon Italy,B07W6JCCVX,202419
29,Amazon Italy,B07W7L19WV,202419
29,Amazon Italy,B07W6JNF81,202419
29,Amazon Italy,B07W6J5FB2,202419
